sale_id,store_id,customer_id,employee_id,sale_date,total_amount
413,12,4,5,2024-02-16,2766.2
414,17,10,2,2024-02-17,3096.3
415,30,6,6,2024-02-18,3392.94
416,35,10,10,2024-02-19,238.6
417,34,1,7,2024-02-20,675.53
418,32,8,6,2024-02-21,3101.38
419,26,3,8,2024-02-22,196.98
420,5,5,7,2024-02-23,2289.31
421,1,3,1,2024-02-24,3173.88
422,25,7,6,2024-02-25,1996.6
423,11,4,1,2024-02-26,1179.65
424,7,4,1,2024-02-27,4788.3
425,28,9,1,2024-02-28,1453.71
426,2,2,3,2024-02-29,1700.24
427,9,7,3,2024-03-01,3039.29
428,15,3,9,2024-03-02,1507.98
429,32,7,2,2024-03-03,601.06
430,28,2,9,2024-03-04,207.39
431,29,1,2,2024-03-05,786.49
432,17,10,2,2024-03-06,1392.07
433,30,10,4,2024-03-07,403.84
434,18,9,1,2024-03-08,3765.69
435,7,3,2,2024-03-09,69.79
436,4,5,9,2024-03-10,1538.87
437,30,9,1,2024-03-11,2259.12
438,31,8,7,2024-03-12,1525.93
439,19,8,10,2024-03-13,2126.82
440,17,4,1,2024-03-14,936.88
441,32,1,1,2024-03-15,2749.7
442,24,8,9,2024-03-16,825.44
443,32,4,4,2024-03-17,1691.0
444,25,3,2,2024-03-18,4442.44
445,12,3,4,2024-03-19,3524.58
446,23,5,7,2024-03-20,2064.85
447,17,4,2,2024-03-21,846.98
448,28,3,5,2024-03-22,601.65
449,5,2,1,2024-03-23,2224.69
450,16,6,7,2024-03-24,550.35
451,12,4,8,2024-03-25,893.71
452,34,10,8,2024-03-26,2840.11
453,13,7,6,2024-03-27,1810.48
454,14,2,4,2024-03-28,3661.75
455,25,7,7,2024-03-29,128.78
456,31,10,5,2024-03-30,4769.68
457,27,3,6,2024-03-31,589.58
458,19,3,4,2024-04-01,1709.46
459,31,2,10,2024-04-02,2891.61
460,30,1,6,2024-04-03,1745.43
461,23,5,5,2024-04-04,1114.96
462,31,6,2,2024-04-05,1267.12
463,23,6,6,2024-04-06,3271.46
464,35,7,4,2024-04-07,1501.05
465,35,9,8,2024-04-08,3262.52
466,24,6,6,2024-04-09,3966.58
467,33,1,4,2024-04-10,3473.67
468,17,4,4,2024-04-11,368.86
469,10,2,9,2024-04-12,4531.36
470,29,6,7,2024-04-13,1737.18
471,29,10,9,2024-04-14,4728.91
472,2,3,10,2024-04-15,3922.54
473,31,4,7,2024-04-16,2201.51
474,6,5,9,2024-04-17,1260.18
475,33,8,7,2024-04-18,4101.99
476,14,5,9,2024-04-19,4119.41
477,27,10,7,2024-04-20,351.74
478,26,8,10,2024-04-21,4806.4
479,18,1,10,2024-04-22,2748.39
480,20,3,5,2024-04-23,860.81
481,34,5,9,2024-04-24,114.99
482,34,5,6,2024-04-25,4469.72
483,28,7,3,2024-04-26,2232.39
484,30,4,4,2024-04-27,4025.99
485,1,2,7,2024-04-28,1608.61
486,1,2,7,2024-04-29,3428.27
487,7,1,2,2024-04-30,2617.74
488,16,1,10,2024-05-01,2655.98
489,13,7,9,2024-05-02,300.19
490,28,10,10,2024-05-03,330.75
491,8,4,3,2024-05-04,4496.96
492,16,4,10,2024-05-05,950.59
493,35,4,8,2024-05-06,3112.78
494,12,8,5,2024-05-07,3742.2
495,14,1,10,2024-05-08,1892.7
496,24,6,3,2024-05-09,845.93
497,6,6,4,2024-05-10,1832.82
498,19,3,5,2024-05-11,302.61
499,19,6,3,2024-05-12,2132.25
500,20,5,3,2024-05-13,3850.76
501,16,6,7,2024-05-14,2412.88
502,15,1,9,2024-05-15,2855.39
503,19,8,5,2024-05-16,3730.44
504,31,8,9,2024-05-17,4841.38
505,6,2,1,2024-05-18,825.34
506,1,8,9,2024-05-19,3272.57
507,2,10,3,2024-05-20,905.61
508,29,2,3,2024-05-21,3305.01
509,18,10,4,2024-05-22,2300.59
510,19,1,5,2024-05-23,567.18
511,11,3,7,2024-05-24,1428.72
512,31,10,8,2024-05-25,1444.78
513,2,5,3,2024-05-26,1755.61
514,7,2,7,2024-05-27,1423.0
515,19,6,2,2024-05-28,2712.77
516,3,8,1,2024-05-29,3755.47
517,3,6,10,2024-05-30,1543.77
518,13,6,5,2024-05-31,3889.88
519,21,10,7,2024-06-01,4707.21
520,34,6,7,2024-06-02,2698.96
521,11,2,1,2024-06-03,3514.46
522,22,6,7,2024-06-04,137.2
523,4,8,10,2024-06-05,381.51
524,25,9,1,2024-06-06,1918.67
525,25,3,9,2024-06-07,1162.77
526,4,6,8,2024-06-08,1095.65
527,4,2,2,2024-06-09,571.83
528,16,2,9,2024-06-10,3404.75
529,6,2,5,2024-06-11,167.59
530,10,9,2,2024-06-12,3626.08
531,33,3,9,2024-06-13,2257.59
532,34,1,9,2024-06-14,882.45
533,23,4,8,2024-06-15,478.28
534,34,7,7,2024-06-16,2732.95
535,28,9,6,2024-06-17,4244.43
536,11,9,9,2024-06-18,895.11
537,27,1,7,2024-06-19,4104.63
538,26,9,6,2024-06-20,1085.66
539,8,2,2,2024-06-21,539.63
540,14,3,6,2024-06-22,3698.5
541,22,6,3,2024-06-23,891.14
542,28,1,8,2024-06-24,4808.98
543,32,9,7,2024-06-25,4944.21
544,18,7,4,2024-06-26,2900.58
545,21,1,8,2024-06-27,2388.44
546,22,10,6,2024-06-28,1562.75
547,18,5,3,2024-06-29,4860.49
548,34,9,7,2024-06-30,2676.18
549,25,6,4,2024-07-01,3330.07
550,8,8,5,2024-07-02,2088.17
551,25,7,4,2024-07-03,3760.12
552,4,1,7,2024-07-04,3717.6
553,1,6,3,2024-07-05,2743.14
554,26,7,1,2024-07-06,4684.71
555,33,6,2,2024-07-07,70.76
556,28,6,8,2024-07-08,2200.09
557,3,2,8,2024-07-09,629.86
558,34,9,4,2024-07-10,4009.79
559,13,6,5,2024-07-11,2676.7
560,14,10,6,2024-07-12,1709.29
561,30,3,9,2024-07-13,2691.28
562,24,4,10,2024-07-14,3771.46
563,6,9,6,2024-07-15,3725.38
564,24,10,6,2024-07-16,3697.49
565,7,7,4,2024-07-17,3456.97
566,27,8,3,2024-07-18,3110.36
567,15,10,6,2024-07-19,1221.37
568,5,3,10,2024-07-20,595.73
569,32,4,5,2024-07-21,4102.99
570,24,3,2,2024-07-22,4306.84
571,11,10,7,2024-07-23,2458.27
572,15,3,2,2024-07-24,2561.01
573,10,2,7,2024-07-25,3248.17
574,31,6,2,2024-07-26,2577.52
575,28,2,7,2024-07-27,1463.63
576,29,10,6,2024-07-28,616.86
577,3,8,7,2024-07-29,1859.65
578,20,4,8,2024-07-30,2795.42
579,32,8,2,2024-07-31,3490.17
580,19,10,2,2024-08-01,1569.02
581,14,5,1,2024-08-02,2792.4
582,5,1,3,2024-08-03,1979.36
583,34,3,1,2024-08-04,2659.7
584,19,9,3,2024-08-05,4664.11
585,14,8,6,2024-08-06,3375.05
586,26,8,9,2024-08-07,4342.74
587,33,10,9,2024-08-08,2068.45
588,1,6,4,2024-08-09,548.03
589,18,2,4,2024-08-10,2149.64
590,33,4,3,2024-08-11,1336.96
591,35,3,9,2024-08-12,870.13
592,14,4,7,2024-08-13,4317.89
593,8,5,10,2024-08-14,82.38
594,28,9,9,2024-08-15,2692.29
595,19,1,7,2024-08-16,3764.83
596,9,1,5,2024-08-17,1903.25
597,22,3,1,2024-08-18,4726.78
598,15,1,5,2024-08-19,3433.87
599,6,8,5,2024-08-20,2659.53
600,31,4,2,2024-08-21,4723.61
601,16,7,7,2024-08-22,4893.22
602,32,2,9,2024-08-23,3685.67
603,10,9,8,2024-08-24,2256.93
604,35,5,2,2024-08-25,4218.8
605,29,8,4,2024-08-26,824.68
606,18,2,7,2024-08-27,382.79
607,11,4,6,2024-08-28,3954.93
608,25,9,6,2024-08-29,2948.99
609,22,6,8,2024-08-30,4654.54
610,1,10,7,2024-08-31,2409.26
611,30,3,8,2024-09-01,420.35
612,9,10,6,2024-09-02,890.35
613,24,7,5,2024-09-03,2750.92
614,1,4,3,2024-09-04,84.59
615,31,6,8,2024-09-05,2895.75
616,28,1,7,2024-09-06,961.96
617,25,10,6,2024-09-07,2054.56
618,35,2,1,2024-09-08,3603.43
619,12,4,2,2024-09-09,218.15
620,35,1,3,2024-09-10,1090.64
621,17,10,9,2024-09-11,668.47
622,17,8,3,2024-09-12,3832.57
623,14,8,6,2024-09-13,1660.29
624,15,2,9,2024-09-14,1917.96
625,3,8,2,2024-09-15,3471.63
626,7,6,2,2024-09-16,1646.83
627,19,2,1,2024-09-17,3533.71
628,35,7,3,2024-09-18,4991.42
629,9,9,1,2024-09-19,892.58
630,12,4,9,2024-09-20,364.33
631,15,4,7,2024-09-21,2938.62
632,22,6,3,2024-09-22,648.47
633,13,8,7,2024-09-23,2987.76
634,18,1,1,2024-09-24,3754.57
635,18,7,10,2024-09-25,896.43
636,14,3,2,2024-09-26,4752.99
637,13,10,7,2024-09-27,4622.78
638,20,8,6,2024-09-28,103.66
639,7,2,10,2024-09-29,3227.09
640,4,8,1,2024-09-30,1669.09
641,14,4,9,2024-10-01,4813.61
642,6,2,3,2024-10-02,4282.61
643,7,4,2,2024-10-03,2027.06
644,9,8,6,2024-10-04,3709.76
645,26,9,7,2024-10-05,4568.86
646,30,6,2,2024-10-06,2360.43
647,28,2,2,2024-10-07,1967.54
648,2,3,9,2024-10-08,780.78
649,34,3,5,2024-10-09,3805.99
650,17,5,4,2024-10-10,116.78
651,33,6,4,2024-10-11,3508.42
652,22,4,2,2024-10-12,256.07
653,31,6,10,2024-10-13,4796.33
654,22,4,7,2024-10-14,2424.11
655,3,2,5,2024-10-15,3534.66
656,32,9,1,2024-10-16,1304.89
657,11,3,8,2024-10-17,3144.02
658,16,8,3,2024-10-18,503.38
659,34,9,3,2024-10-19,3880.64
660,28,2,8,2024-10-20,702.87
661,10,5,2,2024-10-21,3160.88
662,10,7,2,2024-10-22,186.78
663,35,5,5,2024-10-23,2832.02
664,20,8,4,2024-10-24,3094.93
665,16,8,2,2024-10-25,3952.85
666,11,8,2,2024-10-26,3692.79
667,22,4,7,2024-10-27,4140.57
668,15,6,8,2024-10-28,4082.12
669,29,1,2,2024-10-29,1606.35
670,18,6,7,2024-10-30,1470.39
671,2,5,4,2024-10-31,4579.17
672,11,1,5,2024-11-01,2300.31
673,2,6,7,2024-11-02,183.03
674,25,5,2,2024-11-03,2938.09
675,14,7,4,2024-11-04,3796.09
676,3,4,4,2024-11-05,4828.97
677,1,7,4,2024-11-06,3762.98
678,2,10,10,2024-11-07,3588.88
679,28,9,8,2024-11-08,2022.59
680,29,2,1,2024-11-09,1188.53
681,20,8,2,2024-11-10,1220.26
682,18,3,8,2024-11-11,1008.89
683,4,9,2,2024-11-12,2342.82
684,17,9,5,2024-11-13,123.3
685,7,10,1,2024-11-14,3408.28
686,12,2,3,2024-11-15,1259.15
687,8,7,6,2024-11-16,2702.28
688,6,6,5,2024-11-17,4534.56
689,15,2,5,2024-11-18,4144.4
690,35,9,3,2024-11-19,4984.72
691,3,10,8,2024-11-20,3704.5
692,35,5,4,2024-11-21,2061.05
693,3,6,7,2024-11-22,2280.29
694,32,5,5,2024-11-23,2364.88
695,21,8,3,2024-11-24,3567.06
696,32,7,2,2024-11-25,1031.39
697,8,4,5,2024-11-26,3338.37
698,22,3,5,2024-11-27,724.33
699,5,5,10,2024-11-28,150.17
700,18,3,5,2024-11-29,2827.52
701,6,4,3,2024-11-30,1746.99
702,1,10,3,2024-12-01,2765.51
703,33,8,8,2024-12-02,2411.6
704,25,6,9,2024-12-03,435.27
